07/04/2026 - 19:38:12 (-3 TMZ) | 06:00:03:12 (Artemis Clock) | and prop avionics are configured.
07/04/2026 - 22:07:24 (-3 TMZ) | 06:02:32:24 (Artemis Clock) | OMS engine after the burn, flight software checks which burn type you are doing before the burn and not after. And when the software does its engine check, if the OME actuators are on, it assumes you are doing an OMS burn and will command a post-burn gimbal check. So today the actuators were on for the burn.
07/04/2026 - 22:07:30 (-3 TMZ) | 06:02:32:30 (Artemis Clock) | the TVC motion checks we were doing earlier in the day, so despite doing an RCS burn, we got a post-burn gimbal check.
07/04/2026 - 22:07:47 (-3 TMZ) | 06:02:32:47 (Artemis Clock) | Okay, Stan, understood. No impact on that, but an interesting item to note. Thanks for that.
07/04/2026 - 22:07:58 (-3 TMZ) | 06:02:32:58 (Artemis Clock) | Well, we take it seriously when software doesn't do what we expect. That's all we got for you, it's good to have you back.
07/04/2026 - 22:08:09 (-3 TMZ) | 06:02:33:09 (Artemis Clock) | Okay, and then what configuration do you plan to put the valves in at this point?
07/04/2026 - 22:08:25 (-3 TMZ) | 06:02:33:25 (Artemis Clock) | Jeremy, we're gonna run procedure 30.52.2200, 30.52.2200 from the ground. That will put us into the valve config that we're seeking, and you can follow along in that procedure if you'd like.
07/04/2026 - 22:08:57 (-3 TMZ) | 06:02:33:57 (Artemis Clock) | 2.2200
07/04/2026 - 22:09:18 (-3 TMZ) | 06:02:34:18 (Artemis Clock) | So what will be the end configuration for those helium valves?
07/04/2026 - 22:09:39 (-3 TMZ) | 06:02:34:39 (Artemis Clock) | Branch open.
07/04/2026 - 22:09:42 (-3 TMZ) | 06:02:34:42 (Artemis Clock) | Okay, I understood that, and what about inhibiting? Why anything be inhibited?
07/04/2026 - 22:09:45 (-3 TMZ) | 06:02:34:45 (Artemis Clock) | Checking.
07/04/2026 - 22:10:11 (-3 TMZ) | 06:02:35:11 (Artemis Clock) | Jeremy, all four helium isles will be enabled, but only oxy helium one will be closed.
07/04/2026 - 22:10:31 (-3 TMZ) | 06:02:35:31 (Artemis Clock) | Appreciate those insights.
07/04/2026 - 22:10:34 (-3 TMZ) | 06:02:35:34 (Artemis Clock) | Good read back.
07/04/2026 - 22:11:04 (-3 TMZ) | 06:02:36:04 (Artemis Clock) | Isolation valve 1 inhibited, closed and inhibited, which was not what we were expecting from the daily summary. We just wanted to make sure that that was clear to you and that's what you were seeing as well.
07/04/2026 - 22:11:10 (-3 TMZ) | 06:02:36:10 (Artemis Clock) | Yeah, sorry Jimmy, we inhibited that valve from the ground earlier and we should have told you about it.
07/04/2026 - 22:11:37 (-3 TMZ) | 06:02:36:37 (Artemis Clock) | Okay, all right, that closes all the loops for us. We're doing good up here. Everything feels great and we're just working through our timeline. Appreciate it. My pleasure. And FYI, we're doing team handover to orbit 2 as we speak.
07/04/2026 - 22:11:57 (-3 TMZ) | 06:02:36:57 (Artemis Clock) | Copy that. Thanks everyone, and looking forward to working with Orbit Two.
07/04/2026 - 22:12:04 (-3 TMZ) | 06:02:37:04 (Artemis Clock) | Hey, one more question for you. We're 18 minutes out from an attitude maneuver and wondering what the exercise plan is.
07/04/2026 - 22:12:32 (-3 TMZ) | 06:02:37:32 (Artemis Clock) | We were a bit late getting to that exercise. The intention was to still do it. Do you, can we do exercise through the CCU dump? Any restrictions on that?
07/04/2026 - 22:12:37 (-3 TMZ) | 06:02:37:37 (Artemis Clock) | Checking.
07/04/2026 - 22:13:04 (-3 TMZ) | 06:02:38:04 (Artemis Clock) | And while you're checking that stand, if you guys could just safety raise for us on the ground, we'd appreciate it.
07/04/2026 - 22:13:31 (-3 TMZ) | 06:02:38:31 (Artemis Clock) | And of the CCU activity that's coming up here, so I think we're going to have to shift exercise to the far side of the CCU dump.
07/04/2026 - 22:13:51 (-3 TMZ) | 06:02:38:51 (Artemis Clock) | We will sync you up on what the plan is. We may start the exercise before the ECU dump if you're okay with that, and then cease it prior to your maneuvers, if that works for you.
07/04/2026 - 22:14:07 (-3 TMZ) | 06:02:39:07 (Artemis Clock) | Copy, we'll give you a two minute warning for stopping exercise to allow the arrays to damp and then do the attitude maneuver.
07/04/2026 - 22:14:18 (-3 TMZ) | 06:02:39:18 (Artemis Clock) | Basically, you only have ten minutes before you'd have to stop. This is just a resistive set for Christina, so it's easy to stop it in the middle and pick up after the dump.
07/04/2026 - 22:14:35 (-3 TMZ) | 06:02:39:35 (Artemis Clock) | Okay, and Jeremy, we'd like you to not try to start exercise before the CCU dump. We'll pick it up on the other side, please.
07/04/2026 - 22:15:01 (-3 TMZ) | 06:02:40:01 (Artemis Clock) | Okay, understand your direction is to defer exercise till after the CCU demo.
07/04/2026 - 22:15:04 (-3 TMZ) | 06:02:40:04 (Artemis Clock) | Yes, thank you.
07/04/2026 - 22:27:47 (-3 TMZ) | 06:02:52:47 (Artemis Clock) | Integrity Houston, two minutes to the maneuver to the CCU dump attitude.
07/04/2026 - 22:27:53 (-3 TMZ) | 06:02:52:53 (Artemis Clock) | Integrity copy.
07/04/2026 - 22:27:59 (-3 TMZ) | 06:02:52:59 (Artemis Clock) | And Ike, while I've got you, we have two requests for you on this activity.
07/04/2026 - 22:28:42 (-3 TMZ) | 06:02:53:42 (Artemis Clock) | event and how many CCUs you dump if more than one.
07/04/2026 - 22:29:10 (-3 TMZ) | 06:02:54:10 (Artemis Clock) | Okay, I will let you know. I plan to dump two CCUs and I will let you know when I start and when I stop. And just confirm, through the maneuver, though, we are still go for CCU dumps until then.
07/04/2026 - 22:29:32 (-3 TMZ) | 06:02:54:32 (Artemis Clock) | And Victor, if you would please pause on any dumping until we get to the timeline activity.
07/04/2026 - 22:30:13 (-3 TMZ) | 06:02:55:13 (Artemis Clock) | Okay, we copy. We have paused secondary line dumping.
07/04/2026 - 22:30:16 (-3 TMZ) | 06:02:55:16 (Artemis Clock) | Thank you.
07/04/2026 - 22:40:12 (-3 TMZ) | 06:03:05:12 (Artemis Clock) | Can you please redial?
07/04/2026 - 22:40:14 (-3 TMZ) | 06:03:05:14 (Artemis Clock) | In work.
07/04/2026 - 22:47:08 (-3 TMZ) | 06:03:12:08 (Artemis Clock) | Okay, Houston, we're about sixty seconds from the first CCU dump.
07/04/2026 - 22:47:12 (-3 TMZ) | 06:03:12:12 (Artemis Clock) | Copy.
07/04/2026 - 22:48:54 (-3 TMZ) | 06:03:13:54 (Artemis Clock) | Okay Houston, turning the knob, the valve in. Ten, nine, eight, seven, six, five...
07/04/2026 - 22:49:15 (-3 TMZ) | 06:03:14:15 (Artemis Clock) | Houston copies, vent started. OK, I stopped the dump. We don't like to let the CCUs collapse. I'm gonna vent it, let it open back up, and then start the dump again in 10 seconds.
07/04/2026 - 22:49:20 (-3 TMZ) | 06:03:14:20 (Artemis Clock) | We copy, Victor.
07/04/2026 - 22:49:31 (-3 TMZ) | 06:03:14:31 (Artemis Clock) | This is open.
07/04/2026 - 22:50:52 (-3 TMZ) | 06:03:15:52 (Artemis Clock) | Houston Integrity starting the second CCU dump in five, four...
07/04/2026 - 22:51:13 (-3 TMZ) | 06:03:16:13 (Artemis Clock) | The valve closed, venting, and dumping the rest of the second CCU in ten seconds.
07/04/2026 - 22:51:19 (-3 TMZ) | 06:03:16:19 (Artemis Clock) | We copy.
07/04/2026 - 22:51:45 (-3 TMZ) | 06:03:16:45 (Artemis Clock) | Houston Integrity.
07/04/2026 - 22:51:51 (-3 TMZ) | 06:03:16:51 (Artemis Clock) | That is the filled CCU dumps complete. I can actually provide another one for you in about two minutes if you want, and actually, I would love to do that, if that's an option.
07/04/2026 - 22:52:12 (-3 TMZ) | 06:03:17:12 (Artemis Clock) | And Victor will be happy to take you up on that. For your awareness, the maneuver out of this attitude kicks off at 3:20.
07/04/2026 - 22:52:23 (-3 TMZ) | 06:03:17:23 (Artemis Clock) | And to be perfectly clear, that's when we would want the dump to be complete.
07/04/2026 - 22:52:34 (-3 TMZ) | 06:03:17:34 (Artemis Clock) | Thanks for copies.
07/04/2026 - 22:53:51 (-3 TMZ) | 06:03:18:51 (Artemis Clock) | Play
07/04/2026 - 22:54:23 (-3 TMZ) | 06:03:19:23 (Artemis Clock) | All right, Houston, we're starting it up in three seconds.
07/04/2026 - 22:54:26 (-3 TMZ) | 06:03:19:26 (Artemis Clock) | Copy.
07/04/2026 - 22:54:35 (-3 TMZ) | 06:03:19:35 (Artemis Clock) | Valve off event starting in five.
07/04/2026 - 22:55:37 (-3 TMZ) | 06:03:20:37 (Artemis Clock) | Houston, CCU dump complete.
07/04/2026 - 22:55:39 (-3 TMZ) | 06:03:20:39 (Artemis Clock) | Copy. Perfect timing.
07/04/2026 - 22:57:56 (-3 TMZ) | 06:03:22:56 (Artemis Clock) | to begin exercise expediently.
07/04/2026 - 22:58:07 (-3 TMZ) | 06:03:23:07 (Artemis Clock) | Thank you so much, Tess.
07/04/2026 - 23:05:33 (-3 TMZ) | 06:03:30:33 (Artemis Clock) | Integrity Houston, the saws are parked. You are go for exercise.
07/04/2026 - 23:05:45 (-3 TMZ) | 06:03:30:45 (Artemis Clock) | Copy, thanks. Starting now.
07/04/2026 - 23:30:37 (-3 TMZ) | 06:03:55:37 (Artemis Clock) | Houston Integrity low priority question for Prop System when you have a minute.
07/04/2026 - 23:30:43 (-3 TMZ) | 06:03:55:43 (Artemis Clock) | We have as many minutes as you need.
07/04/2026 - 23:31:00 (-3 TMZ) | 06:03:56:00 (Artemis Clock) | This should be quick. We see that the prop system is reconfigured after RTC-1. The only thing that we wanted to clarify from our crew displays is that it looks to us like oxy helium ISOL-1 is both closed and inhibited. We expected it to be closed but not inhibited.
07/04/2026 - 23:31:06 (-3 TMZ) | 06:03:56:06 (Artemis Clock) | Checking.
07/04/2026 - 23:31:38 (-3 TMZ) | 06:03:56:38 (Artemis Clock) | And Reed, you are just one step ahead of us. We had inhibited it as part of the recovery process, but we are about to re-enable it as our last step.
07/04/2026 - 23:31:58 (-3 TMZ) | 06:03:56:58 (Artemis Clock) | Okay, thank you.
07/04/2026 - 23:32:00 (-3 TMZ) | 06:03:57:00 (Artemis Clock) | No problem, and while I got you, just wanted to give you a heads up we've got slot 4 active on board for RTC lab.
07/04/2026 - 23:32:19 (-3 TMZ) | 06:03:57:19 (Artemis Clock) | That's a big accomplishment for the team and for the mission. Thank you.
07/04/2026 - 23:37:23 (-3 TMZ) | 06:04:02:23 (Artemis Clock) | Integrity Houston for any available regarding additional annotations on science impact flashes.
07/04/2026 - 23:37:49 (-3 TMZ) | 06:04:02:49 (Artemis Clock) | Go ahead, Houston. And we understand that you guys have some additional annotations that you made in OneNote regarding impact flashes, and the easiest way, we think, to get that to us is if you would take a screenshot of those annotations.
07/04/2026 - 23:37:55 (-3 TMZ) | 06:04:02:55 (Artemis Clock) | additional annotations and place that in imagery for downlink, which will save us having to re-downlink the one note file.
07/04/2026 - 23:38:05 (-3 TMZ) | 06:04:03:05 (Artemis Clock) | Okay, I'll do that right now, it'll be on PCD3, and it is a work of art.
07/04/2026 - 23:38:11 (-3 TMZ) | 06:04:03:11 (Artemis Clock) | Copy, Jeremy. We look forward to taking a look.
07/04/2026 - 23:39:52 (-3 TMZ) | 06:04:04:52 (Artemis Clock) | Houston Integrity, confirm we are go for secondary wastewater dump.
07/04/2026 - 23:40:03 (-3 TMZ) | 06:04:05:03 (Artemis Clock) | Checking.
07/04/2026 - 23:41:22 (-3 TMZ) | 06:04:06:22 (Artemis Clock) | And Integrity Houston, for the CCU dumps, we are still analyzing imagery related to the timeline dump. We would like you to hold off on any additional dumping until the end of our analysis activity, which is in approximately 90 minutes, and we'll give you a call.
07/04/2026 - 23:41:25 (-3 TMZ) | 06:04:06:25 (Artemis Clock) | when that's complete.
07/04/2026 - 23:41:43 (-3 TMZ) | 06:04:06:43 (Artemis Clock) | Okay, we copy. Holding off on dumping. Can you confirm one-niner or niner-zero minutes?
07/04/2026 - 23:41:48 (-3 TMZ) | 06:04:06:48 (Artemis Clock) | And that is niner zero minutes. Of course, you can let us know if that's an issue for you guys.
07/04/2026 - 23:48:55 (-3 TMZ) | 06:04:13:55 (Artemis Clock) | Just for your planning purposes, and so you're tracking what I'm doing here, I was scheduled for aerobic today. I'm gonna go ahead and film resistive exercise just because of our tightened timeline. Resistive goes a little faster, and I prefer resistive, more resistive anyway. But let me know.
07/04/2026 - 23:49:01 (-3 TMZ) | 06:04:14:01 (Artemis Clock) | Let me know if anyone has any major heartache with that, and I'll switch back to aerobic.
07/04/2026 - 23:49:07 (-3 TMZ) | 06:04:14:07 (Artemis Clock) | Copy, checking.
07/04/2026 - 23:51:02 (-3 TMZ) | 06:04:16:02 (Artemis Clock) | Integrity Houston, back with you on the exercise question. So there are a couple of factors here for you, Jeremy. One, since this is a recorded session, we are looking to get one of aerobic and one of resistive. And because of other activities tomorrow, we think that the resistive
07/04/2026 - 23:51:23 (-3 TMZ) | 06:04:16:23 (Artemis Clock) | you stick with aerobic today, but additional context is that we do have some wiggle room to extend the timeframe where you guys can be exercising today if needed.
07/04/2026 - 23:51:34 (-3 TMZ) | 06:04:16:34 (Artemis Clock) | Okay Houston, I can do a robot today.
07/04/2026 - 23:51:36 (-3 TMZ) | 06:04:16:36 (Artemis Clock) | Thanks, Jeremy.
07/04/2026 - 23:58:34 (-3 TMZ) | 06:04:23:34 (Artemis Clock) | Integrity Houston for SA regarding a ground activity.
07/04/2026 - 23:59:06 (-3 TMZ) | 06:04:24:06 (Artemis Clock) | So the ground is about to take a team photo at 4:25 your time, so I will be stepping away from the desk, but I will have my device on speaker. So if you call, it'll just take me an extra minute to pop over here and respond.
07/04/2026 - 23:59:25 (-3 TMZ) | 06:04:24:25 (Artemis Clock) | The prop system is in the configuration we expected. Thank you.
07/04/2026 - 23:59:28 (-3 TMZ) | 06:04:24:28 (Artemis Clock) | Fantastic, that is true.
08/04/2026 - 00:03:21 (-3 TMZ) | 06:04:28:21 (Artemis Clock) | or secondary dumping.
08/04/2026 - 00:03:24 (-3 TMZ) | 06:04:28:24 (Artemis Clock) | Go ahead, Tess.
08/04/2026 - 00:03:48 (-3 TMZ) | 06:04:28:48 (Artemis Clock) | until MET of 5:36, we are still collecting imagery associated with that first dump, and it will just help us to know when additional dumps happen.
08/04/2026 - 00:04:07 (-3 TMZ) | 06:04:29:07 (Artemis Clock) | Minus a few minutes, well, not minus a few, but maybe plus a few, and I thought you were taking a picture, Tess.
08/04/2026 - 00:04:12 (-3 TMZ) | 06:04:29:12 (Artemis Clock) | We are about to, we're waiting for one very important slate director to arrive.
08/04/2026 - 00:04:33 (-3 TMZ) | 06:04:29:33 (Artemis Clock) | As you got the whole group together to take a picture, and just we're really proud of everyone, and we're having a good time up here. Thank you.
08/04/2026 - 00:04:38 (-3 TMZ) | 06:04:29:38 (Artemis Clock) | Hey, how'd you on speaker for that, and we really appreciate your words. The whole team heard you, and we are all really proud to be here with you.
08/04/2026 - 00:04:58 (-3 TMZ) | 06:04:29:58 (Artemis Clock) | If you guys get a couple of these early drafts of these pictures of you all, put them in the mission summary. We'd love to see your faces.
08/04/2026 - 00:05:01 (-3 TMZ) | 06:04:30:01 (Artemis Clock) | We can absolutely do that.
08/04/2026 - 00:25:13 (-3 TMZ) | 06:04:50:13 (Artemis Clock) | Houston Integrity Fracture Size.
08/04/2026 - 00:25:15 (-3 TMZ) | 06:04:50:15 (Artemis Clock) | Go ahead.
08/04/2026 - 00:25:27 (-3 TMZ) | 06:04:50:27 (Artemis Clock) | Jeremy just completed his aerobic. Please let me know when the Vehicle Dynamics support me getting on for resistive.
08/04/2026 - 00:25:47 (-3 TMZ) | 06:04:50:47 (Artemis Clock) | And Ried, we just went around the room. We are all good. You can begin exercise now if you'd like.
08/04/2026 - 00:26:11 (-3 TMZ) | 06:04:51:11 (Artemis Clock) | It's pretty interesting up here. I'm sure you see the data, but we can definitely feel the vehicle moving around when folks are exercising. It's pretty cool to just sit there and float and feel the vehicle kind of, it's almost, it's not like a ship rocking in the ocean, but you definitely feel it wiggling around.
08/04/2026 - 00:26:23 (-3 TMZ) | 06:04:51:23 (Artemis Clock) | We also see it in the SAW video as well as our data, but good to hear your report on it as well.
08/04/2026 - 00:26:49 (-3 TMZ) | 06:04:51:49 (Artemis Clock) | The saws are in the windows and it's possible to get the lights turned off on the saw cameras in about an hour. We might appreciate that, but clearly not if it interrupts any sort of ops down there.
08/04/2026 - 00:27:00 (-3 TMZ) | 06:04:52:00 (Artemis Clock) | We think that will be doable. We will double-check and we'll let you know when you're done exercising.
08/04/2026 - 00:27:19 (-3 TMZ) | 06:04:52:19 (Artemis Clock) | Okay, great. Thank you.
08/04/2026 - 00:59:20 (-3 TMZ) | 06:05:24:20 (Artemis Clock) | Status and saw camera
08/04/2026 - 00:59:31 (-3 TMZ) | 06:05:24:31 (Artemis Clock) | Go ahead, Houston.
08/04/2026 - 00:59:53 (-3 TMZ) | 06:05:24:53 (Artemis Clock) | Jeremy, two heads-up items: We finished the email sync, so the hands-off email in Crew Band no longer applies. Secondly, we had asked if we could turn off the SAW camera LEDs. There were no constraints against that, so we turned all four off.
08/04/2026 - 01:00:13 (-3 TMZ) | 06:05:25:13 (Artemis Clock) | Great items for us. Appreciate it.
08/04/2026 - 01:15:30 (-3 TMZ) | 06:05:40:30 (Artemis Clock) | Houston Integrity, I've got AGA readings for you.
08/04/2026 - 01:15:35 (-3 TMZ) | 06:05:40:35 (Artemis Clock) | We are ready to copy.
08/04/2026 - 01:15:55 (-3 TMZ) | 06:05:40:55 (Artemis Clock) | Pressure is 10.35, and I think we would be ready to go to the reduced fan settings, if you could do that for us.
08/04/2026 - 01:16:01 (-3 TMZ) | 06:05:41:01 (Artemis Clock) | We will put that in work.
08/04/2026 - 01:42:35 (-3 TMZ) | 06:06:07:35 (Artemis Clock) | Yeah, see you. We'll be ready for the flight director conference in probably five to ten minutes.
08/04/2026 - 01:42:38 (-3 TMZ) | 06:06:07:38 (Artemis Clock) | Copy. Yup, no rush. We are ready when you are.
08/04/2026 - 01:46:36 (-3 TMZ) | 06:06:11:36 (Artemis Clock) | After we're configuring for OE-2, we'll see the flight directors over there.
08/04/2026 - 01:46:41 (-3 TMZ) | 06:06:11:41 (Artemis Clock) | We are there and ready.
08/04/2026 - 02:00:52 (-3 TMZ) | 06:06:25:52 (Artemis Clock) | Integrity Houston for goodnight number one.
08/04/2026 - 02:01:09 (-3 TMZ) | 06:06:26:09 (Artemis Clock) | We're listening to some nice soothing music up here, and we are ready for good night number one.
08/04/2026 - 02:01:34 (-3 TMZ) | 06:06:26:34 (Artemis Clock) | A couple of things. We did normalize OE2, so that's back in nominal config. The next, letting you know, we did adjust the cabin fan speed. You probably felt it. And we took the ARS back to awake. We did have one question just for data collection purposes. When you've asked us for the fan speed changes, we know originally
08/04/2026 - 02:01:40 (-3 TMZ) | 06:06:26:40 (Artemis Clock) | it was for temperature. Since then, have airflow or noise also factored into these requests?
08/04/2026 - 02:02:05 (-3 TMZ) | 06:06:27:05 (Artemis Clock) | I would say both. This cabin is, I mean, there's probably a lot of meetings going on, but this cabin is much more comfortable with these fan settings, both for the way it feels like it distributes air more evenly because it's not just a windstorm on one side and glass and ops on the other. It just feels more comfortable across the
08/04/2026 - 02:02:25 (-3 TMZ) | 06:06:27:25 (Artemis Clock) | Revolts configuration.
08/04/2026 - 02:02:55 (-3 TMZ) | 06:06:27:55 (Artemis Clock) | forward.
08/04/2026 - 02:03:01 (-3 TMZ) | 06:06:28:01 (Artemis Clock) | I would say just increase the fan speed for exercise, and then just run the nominal, and then we'll let you know. But we did need a little more circulation this morning.
08/04/2026 - 02:03:28 (-3 TMZ) | 06:06:28:28 (Artemis Clock) | Thank you very much, and just confirm secondary nut does go for the next.
08/04/2026 - 02:03:32 (-3 TMZ) | 06:06:28:32 (Artemis Clock) | A firm go to dump for the night.
08/04/2026 - 02:03:52 (-3 TMZ) | 06:06:28:52 (Artemis Clock) | Okay, great. Thanks, Tess. We'll talk to you in a couple.
08/04/2026 - 02:24:57 (-3 TMZ) | 06:06:49:57 (Artemis Clock) | Houston Integrity for PCD one.
08/04/2026 - 02:25:02 (-3 TMZ) | 06:06:50:02 (Artemis Clock) | Go ahead.
08/04/2026 - 02:25:28 (-3 TMZ) | 06:06:50:28 (Artemis Clock) | I'm gonna go hands-off if you need it. Otherwise, I'll just assume it was a hiccup, and maybe I need to reseat that microSD card again.
08/04/2026 - 02:25:53 (-3 TMZ) | 06:06:50:53 (Artemis Clock) | And Reed, we were not on that PCD. We are good with your plan to reseat that SD card, and if you have any other issues, we are standing by to help.
08/04/2026 - 02:26:18 (-3 TMZ) | 06:06:51:18 (Artemis Clock) | That's what we'll call you in a couple.
08/04/2026 - 02:26:20 (-3 TMZ) | 06:06:51:20 (Artemis Clock) | All sounds good. Good night, number two.
08/04/2026 - 02:59:27 (-3 TMZ) | 06:07:24:27 (Artemis Clock) | Integrity Houston for a quid check.
08/04/2026 - 02:59:47 (-3 TMZ) | 06:07:24:47 (Artemis Clock) | Yeah, go ahead, Jess.
08/04/2026 - 02:59:58 (-3 TMZ) | 06:07:24:58 (Artemis Clock) | Hey Reid, we are seeing one of four temperature sensors diverge on the SM aux helium temperature sensors. We think this is a sensor issue. We've got three good ones. This fourth one is just walking off. But the caution warning associated with that would potentially...
