07/04/2026 - 19:38:12 (-3 TMZ) | 06:00:03:12 (Artemis Clock) | e os aviônicos de propulsão estão configurados.
07/04/2026 - 20:46:59 (-3 TMZ) | 06:01:11:59 (Artemis Clock) | Ok, estamos vendo o mesmo estado.
07/04/2026 - 20:48:56 (-3 TMZ) | 06:01:13:56 (Artemis Clock) | Integridade, falha de optoacoplador.
07/04/2026 - 20:49:01 (-3 TMZ) | 06:01:14:01 (Artemis Clock) | Depois de alguns glitches, vocês continuam liberados para a queima. Nenhuma ação.
07/04/2026 - 20:49:24 (-3 TMZ) | 06:01:14:24 (Artemis Clock) | Ok, Sam, e vocês vão executar esse procedimento do solo, ou simplesmente não vamos nos preocupar com isso?
07/04/2026 - 20:49:48 (-3 TMZ) | 06:01:14:48 (Artemis Clock) | Jeremy, estamos montando um plano de recuperação, complicado pelo próximo forward LOS.
07/04/2026 - 20:50:11 (-3 TMZ) | 06:01:15:11 (Artemis Clock) | Ok, entendido, e ficaremos de prontidão para ajudar se quiserem nos enviar alguma coisa.
07/04/2026 - 20:50:15 (-3 TMZ) | 06:01:15:15 (Artemis Clock) | Jeremy, obrigado pela oferta. Assim que descobrirmos o que vamos fazer, avisaremos vocês.
07/04/2026 - 20:50:18 (-3 TMZ) | 06:01:15:18 (Artemis Clock) | Ok, recebido. Ficamos em espera.
07/04/2026 - 20:51:23 (-3 TMZ) | 06:01:16:23 (Artemis Clock) | uma falha de optoacoplador, é algo interno ao sistema de propulsão. Ainda avaliando.
07/04/2026 - 20:51:29 (-3 TMZ) | 06:01:16:29 (Artemis Clock) | Entendido, Stan.
07/04/2026 - 20:52:09 (-3 TMZ) | 06:01:17:09 (Artemis Clock) | Integridade, trinta segundos para a manobra.
07/04/2026 - 20:52:16 (-3 TMZ) | 06:01:17:16 (Artemis Clock) | Ok, Integridade recebeu.
07/04/2026 - 22:05:08 (-3 TMZ) | 06:02:30:08 (Artemis Clock) | E Terry Houston, checagem de voz em Madrid depois do LS.
07/04/2026 - 22:05:41 (-3 TMZ) | 06:02:30:41 (Artemis Clock) | as válvulas de propulsão no 12.2.2509, e o plano de vocês de que, se precisassem de prop, abririam a Noxhelium isolate valve 1, e concordamos com ambas as conclusões. E temos mais informações de software quando estiverem prontos.
07/04/2026 - 22:06:37 (-3 TMZ) | 06:02:31:37 (Artemis Clock) | Tudo bem, sobre os pop cautions, a história ainda está evoluindo. Tínhamos uma função fitter que deveria ter sido inibida. Mesmo tendo permanecido habilitada, não vimos as condições de disparo dela serem atendidas, e ainda assim ela executou. Então estamos rodando testes a partir de agora para entender melhor isso. Esse fitter trocou de branch.
07/04/2026 - 22:06:57 (-3 TMZ) | 06:02:31:57 (Artemis Clock) | O pensamento atual é que vamos desabilitar esse fitter para futuras queimas.
07/04/2026 - 22:07:24 (-3 TMZ) | 06:02:32:24 (Artemis Clock) | Motor OMS após a queima: o software de voo verifica qual tipo de queima vocês estão fazendo antes da queima e não depois. E quando o software faz a checagem do motor, se os atuadores do OME estiverem ligados, ele assume que vocês estão fazendo uma queima OMS e vai comandar uma checagem de gimbal pós-queima. Então hoje os atuadores estavam ligados para a queima.
07/04/2026 - 22:07:30 (-3 TMZ) | 06:02:32:30 (Artemis Clock) | por causa das verificações de movimento TVC que estávamos fazendo mais cedo no dia, então apesar de termos feito uma queima RCS, recebemos uma checagem de gimbal pós-queima.
07/04/2026 - 22:07:47 (-3 TMZ) | 06:02:32:47 (Artemis Clock) | Ok, Stan, entendido. Sem impacto nisso, mas é um item interessante para registrar. Obrigado por isso.
07/04/2026 - 22:07:58 (-3 TMZ) | 06:02:32:58 (Artemis Clock) | Bem, levamos a sério quando o software não faz o que esperamos. Isso é tudo que temos para vocês, é bom tê-los de volta.
07/04/2026 - 22:08:09 (-3 TMZ) | 06:02:33:09 (Artemis Clock) | Ok, e então em que configuração vocês planejam colocar as válvulas neste momento?
07/04/2026 - 22:08:25 (-3 TMZ) | 06:02:33:25 (Artemis Clock) | Jeremy, vamos executar o procedimento 30.52.2200, 30.52.2200 a partir do solo. Isso vai nos colocar na configuração de válvulas que estamos buscando, e você pode acompanhar esse procedimento se quiser.
07/04/2026 - 22:08:57 (-3 TMZ) | 06:02:33:57 (Artemis Clock) | 2.2200
07/04/2026 - 22:09:18 (-3 TMZ) | 06:02:34:18 (Artemis Clock) | Então qual será a configuração final dessas válvulas de hélio?
07/04/2026 - 22:09:39 (-3 TMZ) | 06:02:34:39 (Artemis Clock) | Branch open.
07/04/2026 - 22:09:42 (-3 TMZ) | 06:02:34:42 (Artemis Clock) | Ok, entendi isso, e sobre a inibição? Alguma coisa ficará inibida?
07/04/2026 - 22:09:45 (-3 TMZ) | 06:02:34:45 (Artemis Clock) | Verificando.
07/04/2026 - 22:10:11 (-3 TMZ) | 06:02:35:11 (Artemis Clock) | Jeremy, todas as quatro linhas de hélio estarão habilitadas, mas apenas a oxy helium one ficará fechada.
07/04/2026 - 22:10:31 (-3 TMZ) | 06:02:35:31 (Artemis Clock) | Aprecio esses esclarecimentos.
07/04/2026 - 22:10:34 (-3 TMZ) | 06:02:35:34 (Artemis Clock) | Boa repetição.
07/04/2026 - 22:11:04 (-3 TMZ) | 06:02:36:04 (Artemis Clock) | Isolation valve 1 inibida, fechada e inibida, o que não era o que esperávamos do resumo diário. Só queríamos ter certeza de que isso estava claro para vocês e que era isso que estavam vendo também.
07/04/2026 - 22:11:10 (-3 TMZ) | 06:02:36:10 (Artemis Clock) | Sim, desculpe Jimmy, inibimos essa válvula do solo mais cedo e deveríamos ter avisado vocês.
07/04/2026 - 22:11:37 (-3 TMZ) | 06:02:36:37 (Artemis Clock) | Ok, certo, isso fecha todos os ciclos para nós. Estamos bem aqui em cima. Tudo parece ótimo e estamos apenas seguindo nossa timeline. Agradecemos. Foi um prazer. E para informação, estamos fazendo a passagem de equipe para a Orbit 2 neste momento.
07/04/2026 - 22:11:57 (-3 TMZ) | 06:02:36:57 (Artemis Clock) | Recebido. Obrigado a todos, e ansiosos para trabalhar com a Orbit Two.
07/04/2026 - 22:12:04 (-3 TMZ) | 06:02:37:04 (Artemis Clock) | Ei, mais uma pergunta para vocês. Estamos a 18 minutos de uma manobra de atitude e queremos saber qual é o plano de exercício.
07/04/2026 - 22:12:32 (-3 TMZ) | 06:02:37:32 (Artemis Clock) | Chegamos um pouco atrasados para esse exercício. A intenção ainda era fazê-lo. Vocês acham que podemos fazer exercício durante o descarte do CCU? Há alguma restrição nisso?
07/04/2026 - 22:12:37 (-3 TMZ) | 06:02:37:37 (Artemis Clock) | Verificando.
07/04/2026 - 22:13:04 (-3 TMZ) | 06:02:38:04 (Artemis Clock) | E enquanto vocês verificam isso, se puderem fazer um safety raise para nós no solo, agradeceríamos.
07/04/2026 - 22:13:31 (-3 TMZ) | 06:02:38:31 (Artemis Clock) | E da atividade de CCU que está chegando aqui, então acho que vamos ter que deslocar o exercício para depois do descarte do CCU.
07/04/2026 - 22:13:51 (-3 TMZ) | 06:02:38:51 (Artemis Clock) | Vamos sincronizar com vocês qual será o plano. Podemos iniciar o exercício antes do descarte do ECU, se estiver tudo bem para vocês, e depois interrompê-lo antes das manobras, se isso funcionar para vocês.
07/04/2026 - 22:14:07 (-3 TMZ) | 06:02:39:07 (Artemis Clock) | Recebido, vamos dar um aviso de dois minutos para interromper o exercício, permitir que os arrays amortecem e então fazer a manobra de atitude.
07/04/2026 - 22:14:18 (-3 TMZ) | 06:02:39:18 (Artemis Clock) | Basicamente, vocês só têm dez minutos antes de ter que parar. Isso é apenas uma sessão resistiva para Christina, então é fácil interromper no meio e retomar depois do descarte.
07/04/2026 - 22:14:35 (-3 TMZ) | 06:02:39:35 (Artemis Clock) | Ok, e Jeremy, gostaríamos que você não tentasse começar o exercício antes do descarte do CCU. Vamos retomá-lo depois, por favor.
07/04/2026 - 22:15:01 (-3 TMZ) | 06:02:40:01 (Artemis Clock) | Ok, entendido, a orientação é adiar o exercício até depois da demonstração de CCU.
07/04/2026 - 22:15:04 (-3 TMZ) | 06:02:40:04 (Artemis Clock) | Sim, obrigado.
07/04/2026 - 22:27:47 (-3 TMZ) | 06:02:52:47 (Artemis Clock) | Integridade Houston, faltam dois minutos para a manobra para a atitude de descarte do CCU.
07/04/2026 - 22:27:53 (-3 TMZ) | 06:02:52:53 (Artemis Clock) | Integridade recebeu.
07/04/2026 - 22:27:59 (-3 TMZ) | 06:02:52:59 (Artemis Clock) | E Ike, já que estou com você, temos dois pedidos para você nesta atividade.
07/04/2026 - 22:28:42 (-3 TMZ) | 06:02:53:42 (Artemis Clock) | evento e quantos CCUs você descartar, se for mais de um.
07/04/2026 - 22:29:10 (-3 TMZ) | 06:02:54:10 (Artemis Clock) | Ok, eu vou avisar. Planejo descartar dois CCUs e avisarei quando começar e quando terminar. E só para confirmar, durante a manobra ainda continuamos liberados para os descartes de CCU até então.
07/04/2026 - 22:29:32 (-3 TMZ) | 06:02:54:32 (Artemis Clock) | E Victor, por favor pause qualquer descarte até chegarmos à atividade da timeline.
07/04/2026 - 22:30:13 (-3 TMZ) | 06:02:55:13 (Artemis Clock) | Ok, recebemos. Pausamos o descarte pela linha secundária.
07/04/2026 - 22:30:16 (-3 TMZ) | 06:02:55:16 (Artemis Clock) | Obrigado.
07/04/2026 - 22:40:12 (-3 TMZ) | 06:03:05:12 (Artemis Clock) | Vocês podem rediscá-lo, por favor?
07/04/2026 - 22:40:14 (-3 TMZ) | 06:03:05:14 (Artemis Clock) | Em andamento.
07/04/2026 - 22:47:08 (-3 TMZ) | 06:03:12:08 (Artemis Clock) | Ok, Houston, estamos a cerca de sessenta segundos do primeiro descarte de CCU.
07/04/2026 - 22:47:12 (-3 TMZ) | 06:03:12:12 (Artemis Clock) | Recebido.
07/04/2026 - 22:48:54 (-3 TMZ) | 06:03:13:54 (Artemis Clock) | Ok Houston, girando o botão, válvula para dentro. Dez, nove, oito, sete, seis, cinco...
07/04/2026 - 22:49:15 (-3 TMZ) | 06:03:14:15 (Artemis Clock) | Houston recebeu, ventilação iniciada. Ok, parei o descarte. Não gostamos de deixar os CCUs colapsarem. Vou ventilar, deixá-lo abrir novamente e então reiniciar o descarte em 10 segundos.
07/04/2026 - 22:49:20 (-3 TMZ) | 06:03:14:20 (Artemis Clock) | Recebemos, Victor.
07/04/2026 - 22:49:31 (-3 TMZ) | 06:03:14:31 (Artemis Clock) | Isto está aberto.
07/04/2026 - 22:50:52 (-3 TMZ) | 06:03:15:52 (Artemis Clock) | Houston, Integridade iniciando o segundo descarte de CCU em cinco, quatro...
07/04/2026 - 22:51:13 (-3 TMZ) | 06:03:16:13 (Artemis Clock) | A válvula fechou, ventilando, e descartando o restante do segundo CCU em dez segundos.
07/04/2026 - 22:51:19 (-3 TMZ) | 06:03:16:19 (Artemis Clock) | Recebemos.
07/04/2026 - 22:51:45 (-3 TMZ) | 06:03:16:45 (Artemis Clock) | Houston, Integridade.
07/04/2026 - 22:51:51 (-3 TMZ) | 06:03:16:51 (Artemis Clock) | Os descartes dos CCUs cheios estão concluídos. Na verdade posso fornecer mais um para vocês em cerca de dois minutos, se quiserem, e na verdade eu adoraria fazer isso, se for uma opção.
07/04/2026 - 22:52:12 (-3 TMZ) | 06:03:17:12 (Artemis Clock) | E Victor ficará feliz em aceitar isso. Para sua ciência, a manobra para sair desta atitude começa às 3:20.
07/04/2026 - 22:52:23 (-3 TMZ) | 06:03:17:23 (Artemis Clock) | E, para ser perfeitamente claro, é nesse momento que gostaríamos que o descarte estivesse concluído.
07/04/2026 - 22:52:34 (-3 TMZ) | 06:03:17:34 (Artemis Clock) | Obrigado, recebido.
07/04/2026 - 22:53:51 (-3 TMZ) | 06:03:18:51 (Artemis Clock) | Play
07/04/2026 - 22:54:23 (-3 TMZ) | 06:03:19:23 (Artemis Clock) | Tudo bem, Houston, vamos começar em três segundos.
07/04/2026 - 22:54:26 (-3 TMZ) | 06:03:19:26 (Artemis Clock) | Recebido.
07/04/2026 - 22:54:35 (-3 TMZ) | 06:03:19:35 (Artemis Clock) | Evento de válvula desligada começando em cinco.
07/04/2026 - 22:55:37 (-3 TMZ) | 06:03:20:37 (Artemis Clock) | Houston, descarte de CCU concluído.
07/04/2026 - 22:55:39 (-3 TMZ) | 06:03:20:39 (Artemis Clock) | Recebido. Timing perfeito.
07/04/2026 - 22:57:56 (-3 TMZ) | 06:03:22:56 (Artemis Clock) | para iniciar o exercício com agilidade.
07/04/2026 - 22:58:07 (-3 TMZ) | 06:03:23:07 (Artemis Clock) | Muito obrigado, Tess.
07/04/2026 - 23:05:33 (-3 TMZ) | 06:03:30:33 (Artemis Clock) | Integridade Houston, os SAWs estão estacionados. Vocês estão liberados para exercício.
07/04/2026 - 23:05:45 (-3 TMZ) | 06:03:30:45 (Artemis Clock) | Recebido, obrigado. Começando agora.
07/04/2026 - 23:30:37 (-3 TMZ) | 06:03:55:37 (Artemis Clock) | Houston, Integridade, pergunta de baixa prioridade para o Sistema de Propulsão quando tiverem um minuto.
07/04/2026 - 23:30:43 (-3 TMZ) | 06:03:55:43 (Artemis Clock) | Temos quantos minutos vocês precisarem.
07/04/2026 - 23:31:00 (-3 TMZ) | 06:03:56:00 (Artemis Clock) | Isso deve ser rápido. Vemos que o sistema de propulsão é reconfigurado após o RTC-1. A única coisa que queríamos esclarecer a partir dos nossos displays da tripulação é que parece para nós que a oxy helium ISOL-1 está tanto fechada quanto inibida. Esperávamos que estivesse fechada, mas não inibida.
07/04/2026 - 23:31:06 (-3 TMZ) | 06:03:56:06 (Artemis Clock) | Verificando.
07/04/2026 - 23:31:38 (-3 TMZ) | 06:03:56:38 (Artemis Clock) | E Reed, você está só um passo à frente da gente. Nós a havíamos inibido como parte do processo de recuperação, mas estamos prestes a reabilitá-la como nosso último passo.
07/04/2026 - 23:31:58 (-3 TMZ) | 06:03:56:58 (Artemis Clock) | Ok, obrigado.
07/04/2026 - 23:32:00 (-3 TMZ) | 06:03:57:00 (Artemis Clock) | Sem problema, e já que estou com vocês, só queria avisar que temos o slot 4 ativo a bordo para o RTC lab.
07/04/2026 - 23:32:19 (-3 TMZ) | 06:03:57:19 (Artemis Clock) | Isso é uma grande conquista para a equipe e para a missão. Obrigado.
07/04/2026 - 23:37:23 (-3 TMZ) | 06:04:02:23 (Artemis Clock) | Integridade Houston sobre qualquer atualização disponível quanto a anotações adicionais dos flashes de impacto da ciência.
07/04/2026 - 23:37:49 (-3 TMZ) | 06:04:02:49 (Artemis Clock) | Pode falar, Houston. E entendemos que vocês têm algumas anotações adicionais que fizeram no OneNote sobre os flashes de impacto, e a maneira mais fácil, pensamos, de fazer isso chegar até nós é se vocês tirarem um screenshot dessas anotações.
07/04/2026 - 23:37:55 (-3 TMZ) | 06:04:02:55 (Artemis Clock) | anotações adicionais e colocarem isso em imagery for downlink, o que nos poupará de ter que fazer downlink novamente do arquivo do OneNote.
07/04/2026 - 23:38:05 (-3 TMZ) | 06:04:03:05 (Artemis Clock) | Ok, farei isso agora mesmo, estará no PCD3, e é uma obra de arte.
07/04/2026 - 23:38:11 (-3 TMZ) | 06:04:03:11 (Artemis Clock) | Recebido, Jeremy. Estamos ansiosos para dar uma olhada.
07/04/2026 - 23:39:52 (-3 TMZ) | 06:04:04:52 (Artemis Clock) | Houston, Integridade, confirmem se estamos liberados para descarte secundário de águas residuais.
07/04/2026 - 23:40:03 (-3 TMZ) | 06:04:05:03 (Artemis Clock) | Verificando.
07/04/2026 - 23:41:22 (-3 TMZ) | 06:04:06:22 (Artemis Clock) | E Integridade Houston, sobre os descartes de CCU, ainda estamos analisando as imagens relacionadas ao descarte da timeline. Gostaríamos que vocês segurassem quaisquer descartes adicionais até o fim da nossa atividade de análise, que é em aproximadamente 90 minutos, e ligaremos para vocês
07/04/2026 - 23:41:25 (-3 TMZ) | 06:04:06:25 (Artemis Clock) | quando isso estiver concluído.
07/04/2026 - 23:41:43 (-3 TMZ) | 06:04:06:43 (Artemis Clock) | Ok, recebemos. Segurando os descartes. Pode confirmar one-niner ou niner-zero minutos?
07/04/2026 - 23:41:48 (-3 TMZ) | 06:04:06:48 (Artemis Clock) | E isso é niner zero minutos. Claro, vocês podem nos avisar se isso for um problema para vocês.
07/04/2026 - 23:48:55 (-3 TMZ) | 06:04:13:55 (Artemis Clock) | Só para fins de planejamento, e para vocês acompanharem o que estou fazendo aqui, eu estava programado para aeróbico hoje. Vou em frente e gravar exercício resistivo por causa da nossa timeline apertada. O resistivo é um pouco mais rápido, e eu prefiro resistivo de qualquer forma. Mas me avisem.
07/04/2026 - 23:49:01 (-3 TMZ) | 06:04:14:01 (Artemis Clock) | Me avisem se alguém tiver alguma grande objeção a isso, e eu volto para o aeróbico.
07/04/2026 - 23:49:07 (-3 TMZ) | 06:04:14:07 (Artemis Clock) | Recebido, verificando.
07/04/2026 - 23:51:02 (-3 TMZ) | 06:04:16:02 (Artemis Clock) | Integridade Houston, de volta com vocês sobre a pergunta do exercício. Então há alguns fatores aqui, Jeremy. Primeiro, como esta é uma sessão gravada, queremos obter uma de aeróbico e uma de resistivo. E, por causa de outras atividades amanhã, achamos que a resistiva
07/04/2026 - 23:51:23 (-3 TMZ) | 06:04:16:23 (Artemis Clock) | então queremos que você mantenha o aeróbico hoje, mas o contexto adicional é que temos alguma flexibilidade para estender o período em que vocês podem estar fazendo exercício hoje, se necessário.
07/04/2026 - 23:51:34 (-3 TMZ) | 06:04:16:34 (Artemis Clock) | Ok Houston, posso fazer aeróbico hoje.
07/04/2026 - 23:51:36 (-3 TMZ) | 06:04:16:36 (Artemis Clock) | Obrigado, Jeremy.
07/04/2026 - 23:58:34 (-3 TMZ) | 06:04:23:34 (Artemis Clock) | Integridade Houston para SA sobre uma atividade em solo.
07/04/2026 - 23:59:06 (-3 TMZ) | 06:04:24:06 (Artemis Clock) | O pessoal em solo está prestes a tirar uma foto da equipe às 4:25 do horário de vocês, então vou me afastar da mesa, mas deixarei meu dispositivo no viva-voz. Então, se vocês chamarem, só vai me levar um minuto extra para voltar aqui e responder.
07/04/2026 - 23:59:25 (-3 TMZ) | 06:04:24:25 (Artemis Clock) | O sistema de propulsão está na configuração que esperávamos. Obrigado.
07/04/2026 - 23:59:28 (-3 TMZ) | 06:04:24:28 (Artemis Clock) | Fantástico, isso é verdade.
08/04/2026 - 00:03:21 (-3 TMZ) | 06:04:28:21 (Artemis Clock) | ou descarte secundário.
08/04/2026 - 00:03:24 (-3 TMZ) | 06:04:28:24 (Artemis Clock) | Pode falar, Tess.
08/04/2026 - 00:03:48 (-3 TMZ) | 06:04:28:48 (Artemis Clock) | até o MET de 5:36, ainda estamos coletando imagens associadas àquele primeiro descarte, e isso só vai nos ajudar a saber quando descartes adicionais acontecerem.
08/04/2026 - 00:04:07 (-3 TMZ) | 06:04:29:07 (Artemis Clock) | Menos alguns minutos, bem, não menos alguns, talvez mais alguns, e achei que vocês estivessem tirando uma foto, Tess.
08/04/2026 - 00:04:12 (-3 TMZ) | 06:04:29:12 (Artemis Clock) | Estamos prestes a fazer isso, estamos esperando um diretor de slate muito importante chegar.
08/04/2026 - 00:04:33 (-3 TMZ) | 06:04:29:33 (Artemis Clock) | Como vocês reuniram o grupo todo para tirar uma foto, só queríamos dizer que estamos realmente orgulhosos de todos, e estamos nos divertindo aqui em cima. Obrigado.
08/04/2026 - 00:04:38 (-3 TMZ) | 06:04:29:38 (Artemis Clock) | Ei, nós colocamos você no viva-voz para isso, e realmente apreciamos suas palavras. A equipe inteira ouviu você, e todos nós estamos realmente orgulhosos de estar aqui com vocês.
08/04/2026 - 00:04:58 (-3 TMZ) | 06:04:29:58 (Artemis Clock) | Se vocês conseguirem colocar alguns rascunhos iniciais dessas fotos de vocês no resumo da missão, adoraríamos ver seus rostos.
08/04/2026 - 00:05:01 (-3 TMZ) | 06:04:30:01 (Artemis Clock) | Podemos absolutamente fazer isso.
08/04/2026 - 00:25:13 (-3 TMZ) | 06:04:50:13 (Artemis Clock) | Houston, Integridade, tamanho da fissura.
08/04/2026 - 00:25:15 (-3 TMZ) | 06:04:50:15 (Artemis Clock) | Pode falar.
08/04/2026 - 00:25:27 (-3 TMZ) | 06:04:50:27 (Artemis Clock) | Jeremy acabou de concluir o aeróbico. Por favor, me avisem quando a dinâmica do veículo permitir que eu entre para o resistivo.
08/04/2026 - 00:25:47 (-3 TMZ) | 06:04:50:47 (Artemis Clock) | E Ried, acabamos de consultar a sala. Estamos todos ok. Você pode começar o exercício agora, se quiser.
08/04/2026 - 00:26:11 (-3 TMZ) | 06:04:51:11 (Artemis Clock) | É bem interessante aqui em cima. Tenho certeza de que vocês veem isso nos dados, mas definitivamente conseguimos sentir o veículo se movimentando quando o pessoal está se exercitando. É bem legal simplesmente ficar ali flutuando e sentir o veículo meio que... não é como um navio balançando no oceano, mas você definitivamente sente ele dando umas mexidas.
08/04/2026 - 00:26:23 (-3 TMZ) | 06:04:51:23 (Artemis Clock) | Também vemos isso no vídeo dos SAWs, além dos nossos dados, mas é bom ouvir o relato de vocês também.
08/04/2026 - 00:26:49 (-3 TMZ) | 06:04:51:49 (Artemis Clock) | Os SAWs estão nas janelas e talvez seja possível desligar as luzes das câmeras SAW em cerca de uma hora. Agradeceríamos isso, mas claramente não se isso interromper algum tipo de operação aí embaixo.
08/04/2026 - 00:27:00 (-3 TMZ) | 06:04:52:00 (Artemis Clock) | Achamos que isso será possível. Vamos confirmar e avisaremos quando vocês terminarem o exercício.
08/04/2026 - 00:27:19 (-3 TMZ) | 06:04:52:19 (Artemis Clock) | Ok, ótimo. Obrigado.
08/04/2026 - 00:59:20 (-3 TMZ) | 06:05:24:20 (Artemis Clock) | Status e câmera SAW
08/04/2026 - 00:59:31 (-3 TMZ) | 06:05:24:31 (Artemis Clock) | Pode falar, Houston.
08/04/2026 - 00:59:53 (-3 TMZ) | 06:05:24:53 (Artemis Clock) | Jeremy, dois avisos: concluímos a sincronização de e-mail, então o hands-off email no Crew Band não se aplica mais. Em segundo lugar, perguntamos se poderíamos desligar os LEDs da câmera SAW. Não havia restrições contra isso, então desligamos os quatro.
08/04/2026 - 01:00:13 (-3 TMZ) | 06:05:25:13 (Artemis Clock) | Ótimos itens para nós. Agradecemos.
08/04/2026 - 01:15:30 (-3 TMZ) | 06:05:40:30 (Artemis Clock) | Houston, Integridade, tenho leituras AGA para vocês.
08/04/2026 - 01:15:35 (-3 TMZ) | 06:05:40:35 (Artemis Clock) | Estamos prontos para registrar.
08/04/2026 - 01:15:55 (-3 TMZ) | 06:05:40:55 (Artemis Clock) | A pressão é 10,35, e achamos que estaríamos prontos para voltar às configurações reduzidas do ventilador, se puderem fazer isso para nós.
08/04/2026 - 01:16:01 (-3 TMZ) | 06:05:41:01 (Artemis Clock) | Vamos colocar isso em andamento.
08/04/2026 - 01:42:35 (-3 TMZ) | 06:06:07:35 (Artemis Clock) | Sim, até já. Estaremos prontos para a conferência com o diretor de voo em provavelmente cinco a dez minutos.
08/04/2026 - 01:42:38 (-3 TMZ) | 06:06:07:38 (Artemis Clock) | Recebido. Sim, sem pressa. Estamos prontos quando vocês estiverem.
08/04/2026 - 01:46:36 (-3 TMZ) | 06:06:11:36 (Artemis Clock) | Depois de configurarmos para OE-2, veremos os diretores de voo por lá.
